TICKER,Type,Date_Quarter,TOI,Net Interest Income,Fees Income,OPEX,Provision expense,PBT,Loan,NIM,Core TOI,Core PBT,Non-recurring income,Core TOI_T12M,PBT_T12M,OPEX_T12M,Provision expense_T12M,Non-recurring income_T12M,Net Interest Income_T12M,Fees Income_T12M,Loan_T12M,NIM_T12M,Core_TOI_Change,PBT_Change,OPEX_Change,Provision_Change,Non_Recurring_Change,NII_Change,Fee_Change,Loan_Growth_%,Small_PBT_Flag,PBT_Growth_%_T12M,Top_Line_Impact_T12M,Cost_Cutting_Impact_T12M,Non_Recurring_Impact_T12M,NII_Impact_T12M,Fee_Impact_T12M,OPEX_Impact_T12M,Provision_Impact_T12M,Loan_Impact_T12M,NIM_Impact_T12M,Total_Impact_T12M,Top_Line_Impact,Cost_Cutting_Impact,Non_Recurring_Impact,Total_Impact,NII_Impact,Fee_Impact,OPEX_Impact,Provision_Impact,Loan_Impact,NIM_Impact,PBT_Growth_%,Core TOI_QoQ,PBT_QoQ,OPEX_QoQ,Provision expense_QoQ,Non-recurring income_QoQ,Net Interest Income_QoQ,Fees Income_QoQ,Loan_QoQ,NIM_QoQ,PBT_Change_QoQ,Loan_Growth_%_QoQ,PBT_Growth_%_QoQ,Top_Line_Impact_QoQ,Cost_Cutting_Impact_QoQ,Non_Recurring_Impact_QoQ,NII_Impact_QoQ,Fee_Impact_QoQ,OPEX_Impact_QoQ,Provision_Impact_QoQ,Loan_Impact_QoQ,NIM_Impact_QoQ,Total_Impact_QoQ,Core TOI_YoY,PBT_YoY,OPEX_YoY,Provision expense_YoY,Non-recurring income_YoY,Net Interest Income_YoY,Fees Income_YoY,Loan_YoY,NIM_YoY,PBT_Change_YoY,Loan_Growth_%_YoY,PBT_Growth_%_YoY,Top_Line_Impact_YoY,Cost_Cutting_Impact_YoY,Non_Recurring_Impact_YoY,NII_Impact_YoY,Fee_Impact_YoY,OPEX_Impact_YoY,Provision_Impact_YoY,Loan_Impact_YoY,NIM_Impact_YoY,Total_Impact_YoY,Impacts_Capped
ACB,Private_1,2019-Q3,3848856000000.0,3023025000000.0,519138000000.0,-1843617000000.0,-66466000000.0,1938773000000.0,256052028000000.0,0.0354039988055553,3542163000000.0,1632080000000.0,306693000000.0,3225953500000.0,1714947000000.0,-1880296750000.0,-145653500000.0,514943750000.0,2815347750000.0,410605750000.0,234882181750000.0,0.03588093975759695,316209500000.0,223826000000.0,36679750000.0,79187500000.0,-208250750000.0,207677250000.0,108532250000.0,8.6243108871066,False,13.051482057463001,18.4,6.8,-12.1,12.1,6.3,2.1,4.6,4.3,7.8,13.1,18.4,6.8,-12.1,13.1,12.1,6.3,2.1,4.6,4.3,7.8,13.051482057463001,3423107000000.0,1915339000000.0,-1922154000000.0,-111156000000.0,525542000000.0,2903004000000.0,520103000000.0,250704406000000.0,0.035201348907041,23434000000.0,2.110529493543638,1.2234909851467546,6.2,6.4,-11.4,6.3,-0.1,4.1,2.3,1.1,5.2,1.2,2891665000000.0,1625331000000.0,-1520206000000.0,-214904000000.0,468776000000.0,2563243000000.0,328422000000.0,220939364000000.0,0.0342794889289703,313442000000.0,14.722556670372786,19.284810294026265,40.0,-10.8,-10.0,28.3,11.7,-19.9,9.1,7.4,20.9,19.2,False
ACB,Private_1,2019-Q4,4809686000000.0,3329591000000.0,485804000000.0,-2742896000000.0,-111860000000.0,1954930000000.0,268700541000000.0,0.0372812427404878,3815395000000.0,960639000000.0,994291000000.0,3388578000000.0,1793307500000.0,-1961149500000.0,-108544000000.0,474423000000.0,2930293250000.0,458284750000.0,243660347750000.0,0.0361620672267432,426817000000.0,161622500000.0,-781746500000.0,-3316000000.0,519868000000.0,399297750000.0,27519250000.0,9.774435871204073,False,9.012536890633648,23.8,-43.8,29.0,22.3,1.5,-43.6,-0.2,4.9,17.4,9.0,23.8,-43.8,29.0,9.0,22.3,1.5,-43.6,-0.2,4.9,17.4,9.012536890633648,3542163000000.0,1938773000000.0,-1843617000000.0,-66466000000.0,306693000000.0,3023025000000.0,519138000000.0,256052028000000.0,0.0354039988055553,16157000000.0,4.820753150043178,0.8333621316162335,0.8,-0.8,0.8,0.8,-0.1,-0.8,-0.2,2.4,-1.6,0.8,3361055000000.0,1612224000000.0,-2279898000000.0,-272215000000.0,803282000000.0,2938604000000.0,422451000000.0,230527220000000.0,0.0381849832586019,342706000000.0,15.292948021774775,21.256723631455678,28.2,-18.8,11.8,24.3,3.9,-28.7,9.9,7.6,16.7,21.2,False
ACB,Private_1,2020-Q1,4378224000000.0,3419444000000.0,370712000000.0,-2360635000000.0,-92666000000.0,1924923000000.0,274793621000000.0,0.0367535047598825,3790156000000.0,1336855000000.0,588068000000.0,3502163000000.0,1878984000000.0,-2076899000000.0,-68455250000.0,522175250000.0,3028040000000.0,474123000000.0,253203678000000.0,0.035936132097214676,287993000000.0,45939000000.0,-283736000000.0,-24210750000.0,65892750000.0,391404000000.0,-103411000000.0,8.178050547186606,True,2.444885108122262,9.3,-9.3,2.4,9.3,-3.8,-9.3,-0.9,4.1,5.2,2.4,9.3,-9.3,2.4,2.4,9.3,-3.8,-9.3,-0.9,4.1,5.2,2.444885108122262,3815395000000.0,1954930000000.0,-2742896000000.0,-111860000000.0,994291000000.0,3329591000000.0,485804000000.0,268700541000000.0,0.0372812427404878,-30007000000.0,2.242187837888864,-1.5349398699697687,-1.5,15.2,-15.2,5.5,-7.0,15.2,1.2,1.1,4.4,-1.5,3227987000000.0,1706894000000.0,-1798929000000.0,15661000000.0,262175000000.0,2856540000000.0,371447000000.0,237357737000000.0,0.0358579379357746,218029000000.0,14.619070481894534,12.773435257256748,32.9,-39.3,19.1,33.0,-0.0,-32.9,-6.3,7.3,25.7,12.7,True
ACB,Private_1,2020-Q2,4102100000000.0,3111946000000.0,426659000000.0,-1767906000000.0,-439530000000.0,1894664000000.0,283755020000000.0,0.032730256627847,3538605000000.0,1331169000000.0,563495000000.0,3642705250000.0,1933491250000.0,-2217325500000.0,-95537000000.0,603648500000.0,3168766000000.0,473939250000.0,262562649000000.0,0.03616002380324165,-104100250000.0,-38827250000.0,449419500000.0,-343993000000.0,-40153500000.0,-56820000000.0,-47280250000.0,7.758259416647204,True,-2.0081420073662084,-5.4,5.5,-2.1,-2.9,-2.4,12.9,-12.9,3.9,-6.8,-2.0,-5.4,5.5,-2.1,-2.0,-2.9,-2.4,12.9,-12.9,3.9,-6.8,-2.0081420073662084,3790156000000.0,1924923000000.0,-2360635000000.0,-92666000000.0,588068000000.0,3419444000000.0,370712000000.0,274793621000000.0,0.0367535047598825,-30259000000.0,3.2088159713202136,-1.571958982255394,-13.7,13.5,-1.3,-13.7,3.1,13.7,-13.7,1.6,-15.3,-1.5,3423107000000.0,1915339000000.0,-1922154000000.0,-111156000000.0,525542000000.0,2903004000000.0,520103000000.0,250704406000000.0,0.035201348907041,-20675000000.0,12.367866443055304,-1.0794433779085582,6.0,-9.1,2.0,10.9,-4.9,8.1,-13.1,6.2,4.7,-1.1,True
ACB,Private_1,2020-Q3,4485580000000.0,3635001000000.0,491577000000.0,-1732012000000.0,-161996000000.0,2591572000000.0,297385546000000.0,0.0367174585435732,4126578000000.0,2232570000000.0,359002000000.0,3671579750000.0,1928322500000.0,-2178763500000.0,-177630500000.0,613136750000.0,3221001500000.0,450578250000.0,270825302500000.0,0.03554225073344315,454998250000.0,663249500000.0,446751500000.0,15634500000.0,-254134750000.0,413999500000.0,40998750000.0,9.34872805407199,False,34.39515433751356,23.6,24.0,-13.2,21.5,2.1,23.2,0.8,4.7,16.8,34.4,23.6,24.0,-13.2,34.4,21.5,2.1,23.2,0.8,4.7,16.8,34.39515433751356,3538605000000.0,1894664000000.0,-1767906000000.0,-439530000000.0,563495000000.0,3111946000000.0,426659000000.0,283755020000000.0,0.032730256627847,696908000000.0,4.690956645418554,36.78266964485524,31.0,16.6,-10.8,27.6,3.4,1.9,14.6,2.3,25.3,36.8,3542163000000.0,1938773000000.0,-1843617000000.0,-66466000000.0,306693000000.0,3023025000000.0,519138000000.0,256052028000000.0,0.0354039988055553,652799000000.0,14.937011848060752,33.67072885789105,30.1,0.8,2.7,31.5,-1.4,5.8,-4.9,7.5,24.0,33.6,False
ACB,Private_1,2020-Q4,5195405000000.0,4415732000000.0,405706000000.0,-1763715000000.0,-246961000000.0,3184729000000.0,311478989000000.0,0.0422344462173608,4821438000000.0,2810762000000.0,373967000000.0,3817683500000.0,2091522250000.0,-2150862250000.0,-201513000000.0,626214000000.0,3373995500000.0,443688000000.0,281158682000000.0,0.03587061566794762,1003754500000.0,1093206750000.0,387147250000.0,-45448000000.0,-252247000000.0,1041736500000.0,-37982000000.0,10.232325241437445,False,52.26847335714454,48.0,16.4,-12.1,49.8,-1.8,18.5,-2.2,5.1,44.7,52.3,48.0,16.4,-12.1,52.3,49.8,-1.8,18.5,-2.2,5.1,44.7,52.26847335714454,4126578000000.0,2591572000000.0,-1732012000000.0,-161996000000.0,359002000000.0,3635001000000.0,491577000000.0,297385546000000.0,0.0367174585435732,593157000000.0,4.629418266248666,22.887922851458498,26.8,-4.5,0.6,30.1,-3.3,-1.2,-3.3,2.3,27.8,22.9,3815395000000.0,1954930000000.0,-2742896000000.0,-111860000000.0,994291000000.0,3329591000000.0,485804000000.0,268700541000000.0,0.0372812427404878,1229799000000.0,14.746624376768342,62.90757213813283,51.5,43.2,-31.7,55.5,-4.1,50.1,-6.9,7.4,48.1,63.0,False
ACB,Private_1,2021-Q1,5675377000000.0,4639572000000.0,625207000000.0,-1965297000000.0,-605761000000.0,3104319000000.0,324311117000000.0,0.0428628384126556,5264779000000.0,2693721000000.0,410598000000.0,4069194250000.0,2398972000000.0,-1906067000000.0,-235288250000.0,471133000000.0,3645530750000.0,423663500000.0,291853294000000.0,0.03710891653716587,1195584750000.0,705347000000.0,-59230000000.0,-370472750000.0,-60535000000.0,994041250000.0,201543500000.0,10.535442300967299,False,29.402052212364293,49.8,-17.9,-2.5,41.4,8.4,-2.5,-15.4,5.3,36.1,29.4,49.8,-17.9,-2.5,29.4,41.4,8.4,-2.5,-15.4,5.3,36.1,29.402052212364293,4821438000000.0,3184729000000.0,-1763715000000.0,-246961000000.0,373967000000.0,4415732000000.0,405706000000.0,311478989000000.0,0.0422344462173608,-80410000000.0,4.0365925417530795,-2.5248616130289263,12.6,-12.6,1.2,7.0,6.9,-6.3,-11.3,2.0,5.0,1.2,3790156000000.0,1924923000000.0,-2360635000000.0,-92666000000.0,588068000000.0,3419444000000.0,370712000000.0,274793621000000.0,0.0367535047598825,1179396000000.0,16.53049720998868,61.269775466343326,76.6,-6.1,-9.2,63.4,13.2,20.5,-26.7,8.3,55.1,61.3,False
ACB,Private_1,2021-Q2,6227217000000.0,4990387000000.0,886379000000.0,-1592538000000.0,-1386245000000.0,3248434000000.0,341667500000000.0,0.0446178231510519,5876766000000.0,2897983000000.0,350451000000.0,4437850000000.0,2693821000000.0,-1807232500000.0,-363562000000.0,426765500000.0,3950562750000.0,487287250000.0,304232668000000.0,0.03863624995035915,1438916000000.0,554613000000.0,214694500000.0,-1022683000000.0,-76314500000.0,1039824250000.0,399091750000.0,11.591522608181146,False,20.588339017328916,53.4,-30.0,-2.8,38.6,14.8,8.0,-38.0,5.8,32.8,20.6,53.4,-30.0,-2.8,20.6,38.6,14.8,8.0,-38.0,5.8,32.8,20.588339017328916,5264779000000.0,3104319000000.0,-1965297000000.0,-605761000000.0,410598000000.0,4639572000000.0,625207000000.0,324311117000000.0,0.0428628384126556,144115000000.0,5.212294376112079,4.642403052005931,19.7,-13.1,-1.9,11.3,8.4,12.0,-23.2,2.6,8.7,4.7,3538605000000.0,1894664000000.0,-1767906000000.0,-439530000000.0,563495000000.0,3111946000000.0,426659000000.0,283755020000000.0,0.032730256627847,1353770000000.0,18.51947384305893,71.45171914386931,123.4,-40.7,-11.2,99.2,24.3,9.3,-49.9,9.3,89.9,71.5,False
ACB,Private_1,2021-Q3,5690182000000.0,4520511000000.0,635559000000.0,-2254497000000.0,-820086000000.0,2615599000000.0,336491602000000.0,0.0390386385366447,5156070000000.0,2081487000000.0,534112000000.0,5022390250000.0,3032263500000.0,-1763390500000.0,-600240750000.0,373504500000.0,4420173000000.0,602217250000.0,318710788000000.0,0.04160814158116037,133679750000.0,-416664500000.0,-491106500000.0,-219845250000.0,160607500000.0,100338000000.0,33341750000.0,5.427579102695276,False,-13.741038666329624,4.4,-23.4,5.3,3.3,1.1,-16.2,-7.3,2.7,0.6,-13.7,4.4,-23.4,5.3,-13.7,3.3,1.1,-16.2,-7.3,2.7,0.6,-13.741038666329624,5876766000000.0,3248434000000.0,-1592538000000.0,-1386245000000.0,350451000000.0,4990387000000.0,886379000000.0,341667500000000.0,0.0446178231510519,-632835000000.0,-1.5264553656318838,-19.481233111092912,-22.2,-2.9,5.6,-14.5,-7.7,-20.4,17.4,-0.8,-13.7,-19.5,4126578000000.0,2591572000000.0,-1732012000000.0,-161996000000.0,359002000000.0,3635001000000.0,491577000000.0,297385546000000.0,0.0367174585435732,24027000000.0,12.338686170778317,0.9271206819644601,1.3,-1.3,0.9,1.3,0.8,-1.3,-1.3,6.2,-4.9,0.9,False
ACB,Private_1,2021-Q4,5971221000000.0,4794322000000.0,746818000000.0,-2417444000000.0,-524017000000.0,3029760000000.0,361912538000000.0,0.0390368163098673,5541140000000.0,2599679000000.0,430081000000.0,5279763250000.0,3038270250000.0,-1894011750000.0,-764763250000.0,417282000000.0,4641550500000.0,638212750000.0,328487302000000.0,0.04218843657942825,261376750000.0,-8510250000.0,-523432250000.0,240746250000.0,12799000000.0,152771500000.0,108605250000.0,9.682863194174553,True,-0.2801018112197228,-5.5,5.5,-0.3,-3.3,-2.4,5.5,-5.3,4.8,-8.1,-0.3,-5.5,5.5,-0.3,-0.3,-3.3,-2.4,5.5,-5.3,4.8,-8.1,-0.2801018112197228,5156070000000.0,2615599000000.0,-2254497000000.0,-820086000000.0,534112000000.0,4520511000000.0,635559000000.0,336491602000000.0,0.0390386385366447,414161000000.0,7.279720879088718,15.83426970265702,14.7,5.1,-4.0,10.5,4.3,-6.2,11.3,3.6,6.9,15.8,4821438000000.0,3184729000000.0,-1763715000000.0,-246961000000.0,373967000000.0,4415732000000.0,405706000000.0,311478989000000.0,0.0422344462173608,-154969000000.0,14.978967503403112,-4.866002727390619,22.6,-24.3,1.8,11.9,10.7,-20.5,-8.7,7.5,4.4,0.1,True
ACB,Private_1,2022-Q1,6849763000000.0,5440672000000.0,739159000000.0,-2738601000000.0,2843000000.0,4114005000000.0,379982950000000.0,0.0422047551111305,6179831000000.0,3444073000000.0,669932000000.0,5459688750000.0,2999528000000.0,-2057444000000.0,-834027250000.0,431310500000.0,4736198000000.0,723490750000.0,341095689250000.0,0.041389029102554875,720142250000.0,1114477000000.0,-681157000000.0,836870250000.0,238621500000.0,704474000000.0,15668250000.0,10.785858471815772,False,37.155079065773016,24.0,5.2,8.0,23.5,0.5,-22.7,27.9,5.4,18.1,37.2,24.0,5.2,8.0,37.2,23.5,0.5,-22.7,27.9,5.4,18.1,37.155079065773016,5541140000000.0,3029760000000.0,-2417444000000.0,-524017000000.0,430081000000.0,4794322000000.0,746818000000.0,361912538000000.0,0.0390368163098673,1084245000000.0,4.871417144944275,35.78649794043092,21.1,6.8,7.9,21.3,-0.3,-10.6,17.4,2.4,18.9,35.8,5264779000000.0,3104319000000.0,-1965297000000.0,-605761000000.0,410598000000.0,4639572000000.0,625207000000.0,324311117000000.0,0.0428628384126556,1009686000000.0,15.809257981439165,32.5252011793891,29.5,-5.3,8.4,25.8,3.7,-24.9,19.6,7.9,17.9,32.6,False
ACB,Private_1,2022-Q2,6923347000000.0,5606390000000.0,993267000000.0,-2276351000000.0,267364000000.0,4914360000000.0,395598651000000.0,0.042855374808244,6599657000000.0,4590670000000.0,323690000000.0,5688451750000.0,3251949500000.0,-2250770000000.0,-681876250000.0,496144000000.0,4936473000000.0,751978750000.0,355013647500000.0,0.0412245082771736,911205250000.0,1662410500000.0,-25581000000.0,949240250000.0,-172454000000.0,669917000000.0,241288250000.0,10.813839203302104,False,51.120427915624155,28.0,28.4,-5.3,20.6,7.4,-0.8,29.2,5.4,15.2,51.1,28.0,28.4,-5.3,51.1,20.6,7.4,-0.8,29.2,5.4,15.2,51.120427915624155,6179831000000.0,4114005000000.0,-2738601000000.0,2843000000.0,669932000000.0,5440672000000.0,739159000000.0,379982950000000.0,0.0422047551111305,800355000000.0,4.026836371534811,19.454400274185375,10.2,17.7,-8.4,4.0,6.2,11.2,6.4,2.0,2.0,19.5,5876766000000.0,3248434000000.0,-1592538000000.0,-1386245000000.0,350451000000.0,4990387000000.0,886379000000.0,341667500000000.0,0.0446178231510519,1665926000000.0,14.630035822707937,51.28397252337587,22.3,29.8,-0.8,19.0,3.3,-21.0,50.9,7.3,11.7,51.3,False
ACB,Private_1,2022-Q3,7090961000000.0,6032250000000.0,866785000000.0,-2525765000000.0,-90436000000.0,4474760000000.0,402250931000000.0,0.0448808940421408,6899035000000.0,4282834000000.0,191926000000.0,5869174500000.0,3668431000000.0,-2421723250000.0,-268474000000.0,489453750000.0,5090473750000.0,778700750000.0,368496435250000.0,0.04078389619147163,1029860500000.0,806329000000.0,-104041750000.0,178038000000.0,-297527750000.0,941776250000.0,88084250000.0,8.758900056766818,False,21.980214429547672,28.1,2.0,-8.1,25.7,2.4,-2.8,4.9,4.4,21.3,22.0,28.1,2.0,-8.1,22.0,25.7,2.4,-2.8,4.9,4.4,21.3,21.980214429547672,6599657000000.0,4914360000000.0,-2276351000000.0,267364000000.0,323690000000.0,5606390000000.0,993267000000.0,395598651000000.0,0.042855374808244,-439600000000.0,1.6675524184206443,-8.945213618863901,6.1,-12.4,-2.7,8.7,-2.6,-5.1,-7.3,0.8,7.9,-9.0,5156070000000.0,2615599000000.0,-2254497000000.0,-820086000000.0,534112000000.0,4520511000000.0,635559000000.0,336491602000000.0,0.0390386385366447,1859161000000.0,17.80304397337306,71.07974119886113,66.7,17.6,-13.1,57.8,8.8,-10.4,27.9,8.9,48.9,71.2,False
ACB,Private_1,2022-Q4,7925996000000.0,6454217000000.0,927033000000.0,-4064328000000.0,-250585000000.0,3611083000000.0,413706244000000.0,0.0454794795268774,7381250000000.0,3066337000000.0,544746000000.0,6304915750000.0,4133221250000.0,-2489540250000.0,-86061500000.0,403907250000.0,5468408500000.0,836507250000.0,384936267500000.0,0.04224446006784565,1076334250000.0,-522138250000.0,-1574787750000.0,-164523500000.0,140838750000.0,985808500000.0,90525750000.0,7.204719529884429,False,-12.632719576770782,26.0,-42.1,3.4,23.9,2.2,-38.1,-4.0,3.6,20.3,-12.7,26.0,-42.1,3.4,-12.7,23.9,2.2,-38.1,-4.0,3.6,20.3,-12.632719576770782,6899035000000.0,4474760000000.0,-2525765000000.0,-90436000000.0,191926000000.0,6032250000000.0,866785000000.0,402250931000000.0,0.0448808940421408,-863677000000.0,2.807822113948566,-19.301079834449222,10.8,-38.0,7.9,9.4,1.4,-34.4,-3.6,1.4,8.0,-19.3,5541140000000.0,3029760000000.0,-2417444000000.0,-524017000000.0,430081000000.0,4794322000000.0,746818000000.0,361912538000000.0,0.0390368163098673,581323000000.0,13.355454303580801,19.187097327841148,60.7,-45.3,3.8,54.8,5.9,-54.4,9.0,6.7,48.1,19.2,False
ACB,Private_1,2023-Q1,7920151000000.0,6215154000000.0,627066000000.0,-2507640000000.0,-256014000000.0,5156497000000.0,411288535000000.0,0.04201012227403,6842220000000.0,4078566000000.0,1077931000000.0,6764943250000.0,4278552000000.0,-2901261250000.0,-17703500000.0,432573500000.0,5883382250000.0,881561000000.0,397884694000000.0,0.04385512587209817,77276750000.0,877945000000.0,393621250000.0,-238310500000.0,645357500000.0,331771750000.0,-254495000000.0,3.3129719371870125,False,20.51967581555629,1.8,3.6,15.1,7.8,-6.0,9.2,-5.6,1.7,6.1,20.5,1.8,3.6,15.1,20.5,7.8,-6.0,9.2,-5.6,1.7,6.1,20.51967581555629,7381250000000.0,3611083000000.0,-4064328000000.0,-250585000000.0,544746000000.0,6454217000000.0,927033000000.0,413706244000000.0,0.0454794795268774,1545414000000.0,-0.5861149819470555,42.79641315361624,-14.9,43.0,14.8,-6.6,-8.3,43.1,-0.2,-0.3,-6.3,42.9,6179831000000.0,4114005000000.0,-2738601000000.0,2843000000.0,669932000000.0,5440672000000.0,739159000000.0,379982950000000.0,0.0422047551111305,1042492000000.0,7.912729219605328,25.34007615450151,16.1,-0.7,9.9,18.8,-2.7,5.6,-6.3,4.0,14.8,25.3,False
ACB,Private_1,2023-Q2,8023520000000.0,6245672000000.0,804386000000.0,-2485180000000.0,-705893000000.0,4832447000000.0,434031946000000.0,0.0413289871265413,7050058000000.0,3858985000000.0,973462000000.0,6930540500000.0,4539175000000.0,-2843521000000.0,-82417750000.0,534573250000.0,6077002750000.0,853537750000.0,405711090250000.0,0.04380646766282305,119517500000.0,293272000000.0,358341000000.0,-623475250000.0,438888750000.0,168669250000.0,-49151750000.0,6.74512428860883,False,6.460909746815226,2.6,-5.8,9.7,3.7,-1.1,7.9,-13.7,3.4,0.3,6.5,2.6,-5.8,9.7,6.5,3.7,-1.1,7.9,-13.7,3.4,0.3,6.460909746815226,6842220000000.0,5156497000000.0,-2507640000000.0,-256014000000.0,1077931000000.0,6215154000000.0,627066000000.0,411288535000000.0,0.04201012227403,-324050000000.0,5.3810150141151025,-6.284305023352093,4.0,-8.3,-2.0,0.6,3.4,0.4,-8.7,2.7,-2.1,-6.3,6599657000000.0,4914360000000.0,-2276351000000.0,267364000000.0,323690000000.0,5606390000000.0,993267000000.0,395598651000000.0,0.042855374808244,-81913000000.0,9.265158526934126,-1.6668091063739736,8.3,-8.3,8.3,8.3,-3.8,-4.2,-8.3,4.6,3.7,8.3,False
ACB,Private_1,2023-Q3,8424382000000.0,6209128000000.0,763587000000.0,-2868218000000.0,-520683000000.0,5035481000000.0,449751645000000.0,0.0397929242687263,6972715000000.0,3583814000000.0,1451667000000.0,7043140750000.0,4518696750000.0,-2895728250000.0,-325732000000.0,697016250000.0,6236823250000.0,806317500000.0,415319414000000.0,0.04342487074239738,-70425750000.0,516784250000.0,27510250000.0,-194951000000.0,754650750000.0,-27695250000.0,-42730500000.0,7.960555527034456,False,11.436577371561834,-1.6,-3.7,16.7,-0.6,-0.9,0.6,-4.3,4.0,-4.6,11.4,-1.6,-3.7,16.7,11.4,-0.6,-0.9,0.6,-4.3,4.0,-4.6,11.436577371561834,7050058000000.0,4832447000000.0,-2485180000000.0,-705893000000.0,973462000000.0,6245672000000.0,804386000000.0,434031946000000.0,0.0413289871265413,203034000000.0,3.5573638524365863,4.201473911664215,-1.6,-4.1,9.9,-0.8,-0.8,-7.9,3.8,1.8,-2.6,4.2,6899035000000.0,4474760000000.0,-2525765000000.0,-90436000000.0,191926000000.0,6032250000000.0,866785000000.0,402250931000000.0,0.0448808940421408,560721000000.0,11.150368634566194,12.53075025252751,1.6,-17.3,28.2,3.9,-2.3,-7.7,-9.6,5.6,-1.7,12.5,False
ACB,Private_1,2023-Q4,8378463000000.0,6289616000000.0,727298000000.0,-3013248000000.0,-321641000000.0,5043574000000.0,487601852000000.0,0.0377060829090139,7016914000000.0,3682025000000.0,1361549000000.0,7061560750000.0,4658877000000.0,-2981341500000.0,-433293750000.0,1011951500000.0,6281042750000.0,780518000000.0,427194592500000.0,0.042152878299043746,-44646750000.0,384697000000.0,-31906500000.0,111652750000.0,349597500000.0,8573250000.0,-53220000000.0,13.206710599540378,False,8.257290329836998,-1.0,1.7,7.5,0.2,-1.1,-0.7,2.4,6.6,-6.4,8.2,-1.0,1.7,7.5,8.2,0.2,-1.1,-0.7,2.4,6.6,-6.4,8.257290329836998,6972715000000.0,5035481000000.0,-2868218000000.0,-520683000000.0,1451667000000.0,6209128000000.0,763587000000.0,449751645000000.0,0.0397929242687263,8093000000.0,8.075972857868368,0.16071950226800577,0.9,1.1,-1.8,1.6,-0.7,-2.9,4.0,4.0,-2.4,0.2,7381250000000.0,3611083000000.0,-4064328000000.0,-250585000000.0,544746000000.0,6454217000000.0,927033000000.0,413706244000000.0,0.0454794795268774,1432491000000.0,16.397413565449657,39.66929034862948,-10.1,27.1,22.6,-4.6,-5.5,29.1,-2.0,8.2,-12.8,39.6,False
ACB,Private_1,2024-Q1,8168451000000.0,6721518000000.0,745202000000.0,-2763921000000.0,-512217000000.0,4892313000000.0,506112216000000.0,0.038048535870759,7466720000000.0,4190582000000.0,701731000000.0,6970476750000.0,5016999750000.0,-2718571500000.0,-451057750000.0,1216152250000.0,6239892500000.0,730584250000.0,445668494500000.0,0.04020952914457787,496243250000.0,-124686750000.0,-45349500000.0,-61159250000.0,-514421250000.0,481625500000.0,14617750000.0,12.701186488271448,False,-2.485285154738148,9.9,-2.1,-10.3,9.6,0.3,-0.9,-1.2,6.4,3.2,-2.5,9.9,-2.1,-10.3,-2.5,9.6,0.3,-0.9,-1.2,6.4,3.2,-2.485285154738148,7016914000000.0,5043574000000.0,-3013248000000.0,-321641000000.0,1361549000000.0,6289616000000.0,727298000000.0,487601852000000.0,0.0377060829090139,-151261000000.0,3.725490982985661,-2.9990835863615763,8.9,1.2,-13.1,8.6,0.4,4.9,-3.8,1.9,6.7,-3.0,6842220000000.0,5156497000000.0,-2507640000000.0,-256014000000.0,1077931000000.0,6215154000000.0,627066000000.0,411288535000000.0,0.04201012227403,-264184000000.0,20.67224839234953,-5.123323062148587,12.1,-9.9,-7.3,9.8,2.3,-5.0,-5.0,10.3,-0.5,-5.1,False
